medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_brooklyn, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
120E700FE35B2DDBEA4D64CCCF02C808,08FF2E7BC256AF643EA8BEA92E312792,VTS,1.0,,2013-01-21 09:28:00,2013-01-21 09:34:00,1.0,360.0,0.93,-73.961418,40.577587,-73.966194,40.585163,True,,,,,,,,,,,,,
5A2CDE8D4FDEA96F58B75D862C10F187,1FD052BA6320ECBCA1363095FB16F446,VTS,1.0,,2013-01-25 08:29:00,2013-01-25 08:37:00,2.0,480.0,1.43,-73.960449,40.583393,-73.960449,40.583393,True,,,,,,,,,,,,,
5A2CDE8D4FDEA96F58B75D862C10F187,262C31B63AA7727061581153F72E2F67,VTS,1.0,,2013-01-23 22:22:00,2013-01-23 22:37:00,1.0,900.0,4.76,-73.961975,40.581493,-73.988541,40.670441,True,,,,,,,,,,,,,
5A2CDE8D4FDEA96F58B75D862C10F187,1FD052BA6320ECBCA1363095FB16F446,VTS,1.0,,2013-01-26 12:26:00,2013-01-26 12:40:00,1.0,840.0,4.95,-73.960762,40.583473,-74.004646,40.71426,True,,,,,,,,,,,,,
5A2CDE8D4FDEA96F58B75D862C10F187,262C31B63AA7727061581153F72E2F67,VTS,1.0,,2013-01-26 21:54:00,2013-01-26 22:00:00,1.0,360.0,1.32,-73.962067,40.583141,-73.95517,40.598984,True,,,,,,,,,,,,,
120E700FE35B2DDBEA4D64CCCF02C808,08FF2E7BC256AF643EA8BEA92E312792,VTS,1.0,,2013-01-22 09:28:00,2013-01-22 09:56:00,1.0,1680.0,5.99,-73.960823,40.575954,-73.97065,40.645954,True,,,,,,,,,,,,,
120E700FE35B2DDBEA4D64CCCF02C808,08FF2E7BC256AF643EA8BEA92E312792,VTS,1.0,,2013-01-29 09:22:00,2013-01-29 09:37:00,1.0,900.0,4.92,-73.961113,40.577488,-73.970764,40.646385,True,,,,,,,,,,,,,
472DD2F9B459280141A3117A28694DEB,4BFA63F7D246C16EDBDA4BCCBEC36B54,VTS,1.0,,2013-01-30 09:50:00,2013-01-30 09:54:00,1.0,240.0,0.37,-73.958588,40.578342,-73.958038,40.581165,True,,,,,,,,,,,,,
303E3DE4DEBD8B0D4DBD0FBAF4512372,1C6E74B32F84C4B0247D8444ACAAAC0C,VTS,1.0,,2013-01-30 03:41:00,2013-01-30 03:50:00,1.0,540.0,2.63,-73.962761,40.577557,-74.000366,40.579037,True,,,,,,,,,,,,,
784B680F3424E1E4EA068ACF701F3EFE,C3C02DE78E00E8B21337A2214BDA9B2A,VTS,1.0,,2013-01-30 15:45:00,2013-01-30 15:56:00,4.0,660.0,2.09,-73.962402,40.581547,-74.000214,40.577839,True,,,,,,,,,,,,,
AFD4ED8962C18BFDBCBA5DE63F37D1F4,3863AAA757CE0F00DBAAA35D2648CD79,CMT,1.0,N,2013-01-30 07:01:59,2013-01-30 07:09:31,1.0,451.0,2.6,-73.957436,40.583775,-74.017418,40.705917,True,,,,,,,,,,,,,
C87C1C3B49884309A103586ECC8D1781,69A789FE96D252C85B173D869514EC09,CMT,1.0,N,2013-01-30 11:05:00,2013-01-30 11:08:28,2.0,207.0,1.1,-73.959396,40.578022,-73.938019,40.578369,True,,,,,,,,,,,,,
